,date,location,location_name,value
6980,2021-04-07,GM10,Schleswig-Holstein State,51436
6981,2021-04-07,GM11,Brandenburg State,90448
6982,2021-04-07,GM12,Mecklenburg-Western Pomerania State,31895
6983,2021-04-07,GM13,Free State of Saxony,227862
6984,2021-04-07,GM14,Sachsen-Anhalt State,75864
6985,2021-04-07,GM15,Free State of Thuringia,98295
6986,2021-04-07,GM16,Berlin State,149829
6987,2021-04-08,GM,Germany,2930852
6988,2021-04-08,GM01,Baden-Württemberg State,377076
6989,2021-04-08,GM02,Free State of Bavaria,517336
6990,2021-04-08,GM03,Free Hanseatic City of Bremen,21685
6991,2021-04-08,GM04,Free Hanseatic City of Hamburg,63815
6992,2021-04-08,GM05,Hesse State,227581
6993,2021-04-08,GM06,Lower Saxony State,205087
6994,2021-04-08,GM07,North Rhine-Westphalia State,633940
6995,2021-04-08,GM08,Rhineland-Palatinate State,120866
6996,2021-04-08,GM09,Saarland State,32748
6997,2021-04-08,GM10,Schleswig-Holstein State,51864
6998,2021-04-08,GM11,Brandenburg State,90999
6999,2021-04-08,GM12,Mecklenburg-Western Pomerania State,32325
7000,2021-04-08,GM13,Free State of Saxony,229427
7001,2021-04-08,GM14,Sachsen-Anhalt State,76379
7002,2021-04-08,GM15,Free State of Thuringia,99350
7003,2021-04-08,GM16,Berlin State,150374
7004,2021-04-09,GM,Germany,2956316
7005,2021-04-09,GM01,Baden-Württemberg State,380734
7006,2021-04-09,GM02,Free State of Bavaria,521889
7007,2021-04-09,GM03,Free Hanseatic City of Bremen,22006
7008,2021-04-09,GM04,Free Hanseatic City of Hamburg,64321
7009,2021-04-09,GM05,Hesse State,229554
7010,2021-04-09,GM06,Lower Saxony State,207252
7011,2021-04-09,GM07,North Rhine-Westphalia State,638671
7012,2021-04-09,GM08,Rhineland-Palatinate State,121830
7013,2021-04-09,GM09,Saarland State,33020
7014,2021-04-09,GM10,Schleswig-Holstein State,52252
7015,2021-04-09,GM11,Brandenburg State,91907
7016,2021-04-09,GM12,Mecklenburg-Western Pomerania State,32758
7017,2021-04-09,GM13,Free State of Saxony,231314
7018,2021-04-09,GM14,Sachsen-Anhalt State,77093
7019,2021-04-09,GM15,Free State of Thuringia,100418
7020,2021-04-09,GM16,Berlin State,151297
7021,2021-04-10,GM,Germany,2980413
7022,2021-04-10,GM01,Baden-Württemberg State,384044
7023,2021-04-10,GM02,Free State of Bavaria,525742
7024,2021-04-10,GM03,Free Hanseatic City of Bremen,22161
7025,2021-04-10,GM04,Free Hanseatic City of Hamburg,64768
7026,2021-04-10,GM05,Hesse State,231579
7027,2021-04-10,GM06,Lower Saxony State,208983
7028,2021-04-10,GM07,North Rhine-Westphalia State,643229
7029,2021-04-10,GM08,Rhineland-Palatinate State,122849
7030,2021-04-10,GM09,Saarland State,33228
7031,2021-04-10,GM10,Schleswig-Holstein State,52611
7032,2021-04-10,GM11,Brandenburg State,92576
7033,2021-04-10,GM12,Mecklenburg-Western Pomerania State,33327
7034,2021-04-10,GM13,Free State of Saxony,233462
7035,2021-04-10,GM14,Sachsen-Anhalt State,78022
7036,2021-04-10,GM15,Free State of Thuringia,101516
7037,2021-04-10,GM16,Berlin State,152316
7038,2021-04-11,GM,Germany,2998268
7039,2021-04-11,GM01,Baden-Württemberg State,386719
7040,2021-04-11,GM02,Free State of Bavaria,527568
7041,2021-04-11,GM03,Free Hanseatic City of Bremen,22282
7042,2021-04-11,GM04,Free Hanseatic City of Hamburg,65266
7043,2021-04-11,GM05,Hesse State,233184
7044,2021-04-11,GM06,Lower Saxony State,210511
7045,2021-04-11,GM07,North Rhine-Westphalia State,647555
7046,2021-04-11,GM08,Rhineland-Palatinate State,123382
7047,2021-04-11,GM09,Saarland State,33499
7048,2021-04-11,GM10,Schleswig-Holstein State,52986
7049,2021-04-11,GM11,Brandenburg State,93027
7050,2021-04-11,GM12,Mecklenburg-Western Pomerania State,33664
7051,2021-04-11,GM13,Free State of Saxony,234673
7052,2021-04-11,GM14,Sachsen-Anhalt State,78734
7053,2021-04-11,GM15,Free State of Thuringia,102259
7054,2021-04-11,GM16,Berlin State,152959
7055,2021-04-12,GM,Germany,3011513
7056,2021-04-12,GM01,Baden-Württemberg State,388266
7057,2021-04-12,GM02,Free State of Bavaria,530864
7058,2021-04-12,GM03,Free Hanseatic City of Bremen,22386
7059,2021-04-12,GM04,Free Hanseatic City of Hamburg,65606
7060,2021-04-12,GM05,Hesse State,233812
7061,2021-04-12,GM06,Lower Saxony State,211519
7062,2021-04-12,GM07,North Rhine-Westphalia State,649941
7063,2021-04-12,GM08,Rhineland-Palatinate State,124109
7064,2021-04-12,GM09,Saarland State,33562
7065,2021-04-12,GM10,Schleswig-Holstein State,53135
7066,2021-04-12,GM11,Brandenburg State,93345
7067,2021-04-12,GM12,Mecklenburg-Western Pomerania State,33839
7068,2021-04-12,GM13,Free State of Saxony,235712
7069,2021-04-12,GM14,Sachsen-Anhalt State,79262
7070,2021-04-12,GM15,Free State of Thuringia,102703
7071,2021-04-12,GM16,Berlin State,153452
7072,2021-04-13,GM,Germany,3022323
7073,2021-04-13,GM01,Baden-Württemberg State,389388
7074,2021-04-13,GM02,Free State of Bavaria,532732
7075,2021-04-13,GM03,Free Hanseatic City of Bremen,22482
7076,2021-04-13,GM04,Free Hanseatic City of Hamburg,65915
7077,2021-04-13,GM05,Hesse State,234519
7078,2021-04-13,GM06,Lower Saxony State,212176
7079,2021-04-13,GM07,North Rhine-Westphalia State,652744
7080,2021-04-13,GM08,Rhineland-Palatinate State,124741
7081,2021-04-13,GM09,Saarland State,33628
7082,2021-04-13,GM10,Schleswig-Holstein State,53332
7083,2021-04-13,GM11,Brandenburg State,93523
7084,2021-04-13,GM12,Mecklenburg-Western Pomerania State,34020
7085,2021-04-13,GM13,Free State of Saxony,236496
7086,2021-04-13,GM14,Sachsen-Anhalt State,79541
7087,2021-04-13,GM15,Free State of Thuringia,103095
7088,2021-04-13,GM16,Berlin State,153991
7089,2021-04-14,GM,Germany,3044016
7090,2021-04-14,GM01,Baden-Württemberg State,392632
7091,2021-04-14,GM02,Free State of Bavaria,536815
7092,2021-04-14,GM03,Free Hanseatic City of Bremen,22653
7093,2021-04-14,GM04,Free Hanseatic City of Hamburg,66184
7094,2021-04-14,GM05,Hesse State,236594
7095,2021-04-14,GM06,Lower Saxony State,213396
7096,2021-04-14,GM07,North Rhine-Westphalia State,657437
7097,2021-04-14,GM08,Rhineland-Palatinate State,125400
7098,2021-04-14,GM09,Saarland State,33800
7099,2021-04-14,GM10,Schleswig-Holstein State,53735
7100,2021-04-14,GM11,Brandenburg State,94098
7101,2021-04-14,GM12,Mecklenburg-Western Pomerania State,34521
7102,2021-04-14,GM13,Free State of Saxony,238027
7103,2021-04-14,GM14,Sachsen-Anhalt State,80085
7104,2021-04-14,GM15,Free State of Thuringia,103971
7105,2021-04-14,GM16,Berlin State,154668
7106,2021-04-15,GM,Germany,3073442
7107,2021-04-15,GM01,Baden-Württemberg State,396512
7108,2021-04-15,GM02,Free State of Bavaria,541911
7109,2021-04-15,GM03,Free Hanseatic City of Bremen,22923
7110,2021-04-15,GM04,Free Hanseatic City of Hamburg,66663
7111,2021-04-15,GM05,Hesse State,238586
7112,2021-04-15,GM06,Lower Saxony State,215704
7113,2021-04-15,GM07,North Rhine-Westphalia State,663755
7114,2021-04-15,GM08,Rhineland-Palatinate State,126606
7115,2021-04-15,GM09,Saarland State,33998
7116,2021-04-15,GM10,Schleswig-Holstein State,54142
7117,2021-04-15,GM11,Brandenburg State,94981
7118,2021-04-15,GM12,Mecklenburg-Western Pomerania State,35094
7119,2021-04-15,GM13,Free State of Saxony,240443
7120,2021-04-15,GM14,Sachsen-Anhalt State,80968
7121,2021-04-15,GM15,Free State of Thuringia,105161
7122,2021-04-15,GM16,Berlin State,155995
7123,2021-04-16,GM,Germany,3099273
7124,2021-04-16,GM01,Baden-Württemberg State,399982
7125,2021-04-16,GM02,Free State of Bavaria,546680
7126,2021-04-16,GM03,Free Hanseatic City of Bremen,23116
7127,2021-04-16,GM04,Free Hanseatic City of Hamburg,67121
7128,2021-04-16,GM05,Hesse State,240509
7129,2021-04-16,GM06,Lower Saxony State,217562
7130,2021-04-16,GM07,North Rhine-Westphalia State,669472
7131,2021-04-16,GM08,Rhineland-Palatinate State,127699
7132,2021-04-16,GM09,Saarland State,34297
7133,2021-04-16,GM10,Schleswig-Holstein State,54508
7134,2021-04-16,GM11,Brandenburg State,95604
7135,2021-04-16,GM12,Mecklenburg-Western Pomerania State,35419
7136,2021-04-16,GM13,Free State of Saxony,242330
7137,2021-04-16,GM14,Sachsen-Anhalt State,81757
7138,2021-04-16,GM15,Free State of Thuringia,106200
7139,2021-04-16,GM16,Berlin State,157017
7140,2021-04-17,GM,Germany,3123077
7141,2021-04-17,GM01,Baden-Württemberg State,403509
7142,2021-04-17,GM02,Free State of Bavaria,550632
7143,2021-04-17,GM03,Free Hanseatic City of Bremen,23276
7144,2021-04-17,GM04,Free Hanseatic City of Hamburg,67542
7145,2021-04-17,GM05,Hesse State,242061
7146,2021-04-17,GM06,Lower Saxony State,219426
7147,2021-04-17,GM07,North Rhine-Westphalia State,674695
7148,2021-04-17,GM08,Rhineland-Palatinate State,128834
7149,2021-04-17,GM09,Saarland State,34434
7150,2021-04-17,GM10,Schleswig-Holstein State,54780
7151,2021-04-17,GM11,Brandenburg State,96158
7152,2021-04-17,GM12,Mecklenburg-Western Pomerania State,35843
7153,2021-04-17,GM13,Free State of Saxony,244070
7154,2021-04-17,GM14,Sachsen-Anhalt State,82455
7155,2021-04-17,GM15,Free State of Thuringia,107057
7156,2021-04-17,GM16,Berlin State,158305
7157,2021-04-18,GM,Germany,3142262
7158,2021-04-18,GM01,Baden-Württemberg State,406195
7159,2021-04-18,GM02,Free State of Bavaria,553999
7160,2021-04-18,GM03,Free Hanseatic City of Bremen,23441
7161,2021-04-18,GM04,Free Hanseatic City of Hamburg,67944
7162,2021-04-18,GM05,Hesse State,243597
7163,2021-04-18,GM06,Lower Saxony State,220973
7164,2021-04-18,GM07,North Rhine-Westphalia State,679133
7165,2021-04-18,GM08,Rhineland-Palatinate State,129415
7166,2021-04-18,GM09,Saarland State,34793
7167,2021-04-18,GM10,Schleswig-Holstein State,55132
7168,2021-04-18,GM11,Brandenburg State,96618
7169,2021-04-18,GM12,Mecklenburg-Western Pomerania State,36149
7170,2021-04-18,GM13,Free State of Saxony,245311
7171,2021-04-18,GM14,Sachsen-Anhalt State,82959
7172,2021-04-18,GM15,Free State of Thuringia,107681
7173,2021-04-18,GM16,Berlin State,158922
7174,2021-04-19,GM,Germany,3153699
7175,2021-04-19,GM01,Baden-Württemberg State,407605
7176,2021-04-19,GM02,Free State of Bavaria,556150
7177,2021-04-19,GM03,Free Hanseatic City of Bremen,23532
7178,2021-04-19,GM04,Free Hanseatic City of Hamburg,68241
7179,2021-04-19,GM05,Hesse State,244208
7180,2021-04-19,GM06,Lower Saxony State,221894
7181,2021-04-19,GM07,North Rhine-Westphalia State,681986
7182,2021-04-19,GM08,Rhineland-Palatinate State,130107
7183,2021-04-19,GM09,Saarland State,34817
7184,2021-04-19,GM10,Schleswig-Holstein State,55270
7185,2021-04-19,GM11,Brandenburg State,96903
7186,2021-04-19,GM12,Mecklenburg-Western Pomerania State,36333
7187,2021-04-19,GM13,Free State of Saxony,246067
7188,2021-04-19,GM14,Sachsen-Anhalt State,83377
7189,2021-04-19,GM15,Free State of Thuringia,107955
7190,2021-04-19,GM16,Berlin State,159254
7191,2021-04-20,GM,Germany,3163308
7192,2021-04-20,GM01,Baden-Württemberg State,408807
7193,2021-04-20,GM02,Free State of Bavaria,557704
7194,2021-04-20,GM03,Free Hanseatic City of Bremen,23598
7195,2021-04-20,GM04,Free Hanseatic City of Hamburg,68512
7196,2021-04-20,GM05,Hesse State,244779
7197,2021-04-20,GM06,Lower Saxony State,222440
7198,2021-04-20,GM07,North Rhine-Westphalia State,684238
7199,2021-04-20,GM08,Rhineland-Palatinate State,130750
7200,2021-04-20,GM09,Saarland State,34855
7201,2021-04-20,GM10,Schleswig-Holstein State,55478
7202,2021-04-20,GM11,Brandenburg State,97112
7203,2021-04-20,GM12,Mecklenburg-Western Pomerania State,36445
7204,2021-04-20,GM13,Free State of Saxony,246518
7205,2021-04-20,GM14,Sachsen-Anhalt State,83891
7206,2021-04-20,GM15,Free State of Thuringia,108414
7207,2021-04-20,GM16,Berlin State,159767
7208,2021-04-21,GM,Germany,3188192
7209,2021-04-21,GM01,Baden-Württemberg State,412646
7210,2021-04-21,GM02,Free State of Bavaria,562346
7211,2021-04-21,GM03,Free Hanseatic City of Bremen,23794
7212,2021-04-21,GM04,Free Hanseatic City of Hamburg,68739
7213,2021-04-21,GM05,Hesse State,246957
7214,2021-04-21,GM06,Lower Saxony State,223866
7215,2021-04-21,GM07,North Rhine-Westphalia State,690253
7216,2021-04-21,GM08,Rhineland-Palatinate State,131645
7217,2021-04-21,GM09,Saarland State,35144
7218,2021-04-21,GM10,Schleswig-Holstein State,55907
7219,2021-04-21,GM11,Brandenburg State,97666
7220,2021-04-21,GM12,Mecklenburg-Western Pomerania State,36939
7221,2021-04-21,GM13,Free State of Saxony,248072
7222,2021-04-21,GM14,Sachsen-Anhalt State,84455
7223,2021-04-21,GM15,Free State of Thuringia,109288
7224,2021-04-21,GM16,Berlin State,160475
7225,2021-04-22,GM,Germany,3217710
7226,2021-04-22,GM01,Baden-Württemberg State,417455
7227,2021-04-22,GM02,Free State of Bavaria,567037
7228,2021-04-22,GM03,Free Hanseatic City of Bremen,24013
7229,2021-04-22,GM04,Free Hanseatic City of Hamburg,69140
7230,2021-04-22,GM05,Hesse State,249343
7231,2021-04-22,GM06,Lower Saxony State,225746
7232,2021-04-22,GM07,North Rhine-Westphalia State,696949
7233,2021-04-22,GM08,Rhineland-Palatinate State,132799
7234,2021-04-22,GM09,Saarland State,35633
7235,2021-04-22,GM10,Schleswig-Holstein State,56250
7236,2021-04-22,GM11,Brandenburg State,98495
7237,2021-04-22,GM12,Mecklenburg-Western Pomerania State,37392
7238,2021-04-22,GM13,Free State of Saxony,250271
7239,2021-04-22,GM14,Sachsen-Anhalt State,85175
7240,2021-04-22,GM15,Free State of Thuringia,110369
7241,2021-04-22,GM16,Berlin State,161643
7242,2021-04-23,GM,Germany,3245253
7243,2021-04-23,GM01,Baden-Württemberg State,421248
7244,2021-04-23,GM02,Free State of Bavaria,571546
7245,2021-04-23,GM03,Free Hanseatic City of Bremen,24230
7246,2021-04-23,GM04,Free Hanseatic City of Hamburg,69556
7247,2021-04-23,GM05,Hesse State,251353
7248,2021-04-23,GM06,Lower Saxony State,227807
7249,2021-04-23,GM07,North Rhine-Westphalia State,703887
7250,2021-04-23,GM08,Rhineland-Palatinate State,133941
7251,2021-04-23,GM09,Saarland State,35921
7252,2021-04-23,GM10,Schleswig-Holstein State,56669
7253,2021-04-23,GM11,Brandenburg State,99053
7254,2021-04-23,GM12,Mecklenburg-Western Pomerania State,37875
7255,2021-04-23,GM13,Free State of Saxony,252173
7256,2021-04-23,GM14,Sachsen-Anhalt State,86058
7257,2021-04-23,GM15,Free State of Thuringia,111158
7258,2021-04-23,GM16,Berlin State,162778
7259,2021-04-24,GM,Germany,3268645
7260,2021-04-24,GM01,Baden-Württemberg State,424891
7261,2021-04-24,GM02,Free State of Bavaria,574876
7262,2021-04-24,GM03,Free Hanseatic City of Bremen,24380
7263,2021-04-24,GM04,Free Hanseatic City of Hamburg,69920
7264,2021-04-24,GM05,Hesse State,253605
7265,2021-04-24,GM06,Lower Saxony State,229651
7266,2021-04-24,GM07,North Rhine-Westphalia State,709522
7267,2021-04-24,GM08,Rhineland-Palatinate State,135016
7268,2021-04-24,GM09,Saarland State,35976
7269,2021-04-24,GM10,Schleswig-Holstein State,57021
7270,2021-04-24,GM11,Brandenburg State,99514
7271,2021-04-24,GM12,Mecklenburg-Western Pomerania State,38243
7272,2021-04-24,GM13,Free State of Saxony,253675
7273,2021-04-24,GM14,Sachsen-Anhalt State,86861
7274,2021-04-24,GM15,Free State of Thuringia,111876
7275,2021-04-24,GM16,Berlin State,163618
7276,2021-04-25,GM,Germany,3287418
7277,2021-04-25,GM01,Baden-Württemberg State,427854
7278,2021-04-25,GM02,Free State of Bavaria,578061
7279,2021-04-25,GM03,Free Hanseatic City of Bremen,24539
7280,2021-04-25,GM04,Free Hanseatic City of Hamburg,70156
7281,2021-04-25,GM05,Hesse State,255088
7282,2021-04-25,GM06,Lower Saxony State,230846
7283,2021-04-25,GM07,North Rhine-Westphalia State,714360
7284,2021-04-25,GM08,Rhineland-Palatinate State,135583
7285,2021-04-25,GM09,Saarland State,36236
7286,2021-04-25,GM10,Schleswig-Holstein State,57351
7287,2021-04-25,GM11,Brandenburg State,99879
7288,2021-04-25,GM12,Mecklenburg-Western Pomerania State,38520
7289,2021-04-25,GM13,Free State of Saxony,254934
7290,2021-04-25,GM14,Sachsen-Anhalt State,87365
7291,2021-04-25,GM15,Free State of Thuringia,112543
7292,2021-04-25,GM16,Berlin State,164103
7293,2021-04-26,GM,Germany,3299325
7294,2021-04-26,GM01,Baden-Württemberg State,429639
7295,2021-04-26,GM02,Free State of Bavaria,580266
7296,2021-04-26,GM03,Free Hanseatic City of Bremen,24588
7297,2021-04-26,GM04,Free Hanseatic City of Hamburg,70470
7298,2021-04-26,GM05,Hesse State,255839
7299,2021-04-26,GM06,Lower Saxony State,231841
7300,2021-04-26,GM07,North Rhine-Westphalia State,716866
7301,2021-04-26,GM08,Rhineland-Palatinate State,136279
7302,2021-04-26,GM09,Saarland State,36261
7303,2021-04-26,GM10,Schleswig-Holstein State,57471
7304,2021-04-26,GM11,Brandenburg State,100158
7305,2021-04-26,GM12,Mecklenburg-Western Pomerania State,38628
7306,2021-04-26,GM13,Free State of Saxony,256020
7307,2021-04-26,GM14,Sachsen-Anhalt State,87816
7308,2021-04-26,GM15,Free State of Thuringia,112882
7309,2021-04-26,GM16,Berlin State,164301
7310,2021-04-27,GM,Germany,3310301
7311,2021-04-27,GM01,Baden-Württemberg State,431437
7312,2021-04-27,GM02,Free State of Bavaria,581618
7313,2021-04-27,GM03,Free Hanseatic City of Bremen,24660
7314,2021-04-27,GM04,Free Hanseatic City of Hamburg,70701
7315,2021-04-27,GM05,Hesse State,256451
7316,2021-04-27,GM06,Lower Saxony State,232647
7317,2021-04-27,GM07,North Rhine-Westphalia State,719818
7318,2021-04-27,GM08,Rhineland-Palatinate State,136773
7319,2021-04-27,GM09,Saarland State,36380
7320,2021-04-27,GM10,Schleswig-Holstein State,57624
7321,2021-04-27,GM11,Brandenburg State,100266
7322,2021-04-27,GM12,Mecklenburg-Western Pomerania State,38708
7323,2021-04-27,GM13,Free State of Saxony,256616
7324,2021-04-27,GM14,Sachsen-Anhalt State,88180
7325,2021-04-27,GM15,Free State of Thuringia,113327
7326,2021-04-27,GM16,Berlin State,165095
7327,2021-04-28,GM,Germany,3332532
7328,2021-04-28,GM01,Baden-Württemberg State,435322
7329,2021-04-28,GM02,Free State of Bavaria,585055
7330,2021-04-28,GM03,Free Hanseatic City of Bremen,24812
7331,2021-04-28,GM04,Free Hanseatic City of Hamburg,70912
7332,2021-04-28,GM05,Hesse State,258487
7333,2021-04-28,GM06,Lower Saxony State,233766
7334,2021-04-28,GM07,North Rhine-Westphalia State,724667
7335,2021-04-28,GM08,Rhineland-Palatinate State,137562
7336,2021-04-28,GM09,Saarland State,36616
7337,2021-04-28,GM10,Schleswig-Holstein State,57982
7338,2021-04-28,GM11,Brandenburg State,100710
7339,2021-04-28,GM12,Mecklenburg-Western Pomerania State,39298
7340,2021-04-28,GM13,Free State of Saxony,258178
7341,2021-04-28,GM14,Sachsen-Anhalt State,88837
7342,2021-04-28,GM15,Free State of Thuringia,114282
7343,2021-04-28,GM16,Berlin State,166046
7344,2021-04-29,GM,Germany,3357268
7345,2021-04-29,GM01,Baden-Württemberg State,437975
7346,2021-04-29,GM02,Free State of Bavaria,589474
7347,2021-04-29,GM03,Free Hanseatic City of Bremen,25003
7348,2021-04-29,GM04,Free Hanseatic City of Hamburg,71231
7349,2021-04-29,GM05,Hesse State,260590
7350,2021-04-29,GM06,Lower Saxony State,235608
7351,2021-04-29,GM07,North Rhine-Westphalia State,730086
7352,2021-04-29,GM08,Rhineland-Palatinate State,138741
7353,2021-04-29,GM09,Saarland State,36979
7354,2021-04-29,GM10,Schleswig-Holstein State,58271
7355,2021-04-29,GM11,Brandenburg State,101415
7356,2021-04-29,GM12,Mecklenburg-Western Pomerania State,39661
7357,2021-04-29,GM13,Free State of Saxony,260386
7358,2021-04-29,GM14,Sachsen-Anhalt State,89581
7359,2021-04-29,GM15,Free State of Thuringia,115170
7360,2021-04-29,GM16,Berlin State,167097
7361,2021-04-30,GM,Germany,3381597
7362,2021-04-30,GM01,Baden-Württemberg State,443007
7363,2021-04-30,GM02,Free State of Bavaria,592904
7364,2021-04-30,GM03,Free Hanseatic City of Bremen,25150
7365,2021-04-30,GM04,Free Hanseatic City of Hamburg,71632
7366,2021-04-30,GM05,Hesse State,262327
7367,2021-04-30,GM06,Lower Saxony State,237387
7368,2021-04-30,GM07,North Rhine-Westphalia State,735731
7369,2021-04-30,GM08,Rhineland-Palatinate State,139727
7370,2021-04-30,GM09,Saarland State,37234
7371,2021-04-30,GM10,Schleswig-Holstein State,58542
7372,2021-04-30,GM11,Brandenburg State,101949
7373,2021-04-30,GM12,Mecklenburg-Western Pomerania State,39956
7374,2021-04-30,GM13,Free State of Saxony,261884
7375,2021-04-30,GM14,Sachsen-Anhalt State,90409
7376,2021-04-30,GM15,Free State of Thuringia,115919
7377,2021-04-30,GM16,Berlin State,167839
7378,2021-05-01,GM,Germany,3400532
7379,2021-05-01,GM01,Baden-Württemberg State,446322
7380,2021-05-01,GM02,Free State of Bavaria,595678
7381,2021-05-01,GM03,Free Hanseatic City of Bremen,25243
7382,2021-05-01,GM04,Free Hanseatic City of Hamburg,71870
7383,2021-05-01,GM05,Hesse State,263771
7384,2021-05-01,GM06,Lower Saxony State,238630
7385,2021-05-01,GM07,North Rhine-Westphalia State,740088
7386,2021-05-01,GM08,Rhineland-Palatinate State,140459
7387,2021-05-01,GM09,Saarland State,37473
7388,2021-05-01,GM10,Schleswig-Holstein State,58799
7389,2021-05-01,GM11,Brandenburg State,102347
7390,2021-05-01,GM12,Mecklenburg-Western Pomerania State,40279
7391,2021-05-01,GM13,Free State of Saxony,263217
7392,2021-05-01,GM14,Sachsen-Anhalt State,90989
7393,2021-05-01,GM15,Free State of Thuringia,116912
7394,2021-05-01,GM16,Berlin State,168455
7395,2021-05-02,GM,Germany,3416822
7396,2021-05-02,GM01,Baden-Württemberg State,449178
7397,2021-05-02,GM02,Free State of Bavaria,598259
7398,2021-05-02,GM03,Free Hanseatic City of Bremen,25243
7399,2021-05-02,GM04,Free Hanseatic City of Hamburg,72182
7400,2021-05-02,GM05,Hesse State,264976
7401,2021-05-02,GM06,Lower Saxony State,239993
7402,2021-05-02,GM07,North Rhine-Westphalia State,743916
7403,2021-05-02,GM08,Rhineland-Palatinate State,140908
7404,2021-05-02,GM09,Saarland State,37671
7405,2021-05-02,GM10,Schleswig-Holstein State,59045
7406,2021-05-02,GM11,Brandenburg State,102685
7407,2021-05-02,GM12,Mecklenburg-Western Pomerania State,40508
7408,2021-05-02,GM13,Free State of Saxony,264472
7409,2021-05-02,GM14,Sachsen-Anhalt State,91349
7410,2021-05-02,GM15,Free State of Thuringia,117482
7411,2021-05-02,GM16,Berlin State,168955
7412,2021-05-03,GM,Germany,3425982
7413,2021-05-03,GM01,Baden-Württemberg State,450580
7414,2021-05-03,GM02,Free State of Bavaria,599791
7415,2021-05-03,GM03,Free Hanseatic City of Bremen,25472
7416,2021-05-03,GM04,Free Hanseatic City of Hamburg,72385
7417,2021-05-03,GM05,Hesse State,265602
7418,2021-05-03,GM06,Lower Saxony State,240367
7419,2021-05-03,GM07,North Rhine-Westphalia State,746246
7420,2021-05-03,GM08,Rhineland-Palatinate State,141451
7421,2021-05-03,GM09,Saarland State,37712
7422,2021-05-03,GM10,Schleswig-Holstein State,59143
7423,2021-05-03,GM11,Brandenburg State,102832
7424,2021-05-03,GM12,Mecklenburg-Western Pomerania State,40594
7425,2021-05-03,GM13,Free State of Saxony,265338
7426,2021-05-03,GM14,Sachsen-Anhalt State,91612
7427,2021-05-03,GM15,Free State of Thuringia,117845
7428,2021-05-03,GM16,Berlin State,169012
7429,2021-05-04,GM,Germany,3433516
7430,2021-05-04,GM01,Baden-Württemberg State,451387
7431,2021-05-04,GM02,Free State of Bavaria,600575
7432,2021-05-04,GM03,Free Hanseatic City of Bremen,25512
7433,2021-05-04,GM04,Free Hanseatic City of Hamburg,72575
7434,2021-05-04,GM05,Hesse State,265989
7435,2021-05-04,GM06,Lower Saxony State,240906
7436,2021-05-04,GM07,North Rhine-Westphalia State,748455
7437,2021-05-04,GM08,Rhineland-Palatinate State,141933
7438,2021-05-04,GM09,Saarland State,37776
7439,2021-05-04,GM10,Schleswig-Holstein State,59276
7440,2021-05-04,GM11,Brandenburg State,102965
7441,2021-05-04,GM12,Mecklenburg-Western Pomerania State,40687
7442,2021-05-04,GM13,Free State of Saxony,265870
7443,2021-05-04,GM14,Sachsen-Anhalt State,91869
7444,2021-05-04,GM15,Free State of Thuringia,118180
7445,2021-05-04,GM16,Berlin State,169561
7446,2021-05-05,GM,Germany,3451550
7447,2021-05-05,GM01,Baden-Württemberg State,454272
7448,2021-05-05,GM02,Free State of Bavaria,603434
7449,2021-05-05,GM03,Free Hanseatic City of Bremen,25662
7450,2021-05-05,GM04,Free Hanseatic City of Hamburg,72828
7451,2021-05-05,GM05,Hesse State,267721
7452,2021-05-05,GM06,Lower Saxony State,242044
7453,2021-05-05,GM07,North Rhine-Westphalia State,752510
7454,2021-05-05,GM08,Rhineland-Palatinate State,142504
7455,2021-05-05,GM09,Saarland State,37952
7456,2021-05-05,GM10,Schleswig-Holstein State,59572
7457,2021-05-05,GM11,Brandenburg State,103407
7458,2021-05-05,GM12,Mecklenburg-Western Pomerania State,41065
7459,2021-05-05,GM13,Free State of Saxony,267040
7460,2021-05-05,GM14,Sachsen-Anhalt State,92303
7461,2021-05-05,GM15,Free State of Thuringia,118945
7462,2021-05-05,GM16,Berlin State,170291
7463,2021-05-06,GM,Germany,3473503
7464,2021-05-06,GM01,Baden-Württemberg State,458183
7465,2021-05-06,GM02,Free State of Bavaria,606634
7466,2021-05-06,GM03,Free Hanseatic City of Bremen,25831
7467,2021-05-06,GM04,Free Hanseatic City of Hamburg,73054
7468,2021-05-06,GM05,Hesse State,269334
7469,2021-05-06,GM06,Lower Saxony State,243505
7470,2021-05-06,GM07,North Rhine-Westphalia State,757423
7471,2021-05-06,GM08,Rhineland-Palatinate State,143448
7472,2021-05-06,GM09,Saarland State,38212
7473,2021-05-06,GM10,Schleswig-Holstein State,59861
7474,2021-05-06,GM11,Brandenburg State,103954
7475,2021-05-06,GM12,Mecklenburg-Western Pomerania State,41324
7476,2021-05-06,GM13,Free State of Saxony,268896
7477,2021-05-06,GM14,Sachsen-Anhalt State,92968
7478,2021-05-06,GM15,Free State of Thuringia,119735
7479,2021-05-06,GM16,Berlin State,171141
7480,2021-05-07,GM,Germany,3491988
7481,2021-05-07,GM01,Baden-Württemberg State,461237
7482,2021-05-07,GM02,Free State of Bavaria,609616
7483,2021-05-07,GM03,Free Hanseatic City of Bremen,25935
7484,2021-05-07,GM04,Free Hanseatic City of Hamburg,73334
7485,2021-05-07,GM05,Hesse State,270669
7486,2021-05-07,GM06,Lower Saxony State,244980
7487,2021-05-07,GM07,North Rhine-Westphalia State,761517
7488,2021-05-07,GM08,Rhineland-Palatinate State,144215
