"location","type","quantile","target_end_date","forecast_date","target","value"
"GM","quantile",0.99,"2021-05-15","2021-05-03","2 wk ahead inc death",2151.38246501661
"GM","quantile",0.01,"2021-05-22","2021-05-03","3 wk ahead inc death",843.050025512525
"GM","quantile",0.025,"2021-05-22","2021-05-03","3 wk ahead inc death",929.949640838943
"GM","quantile",0.05,"2021-05-22","2021-05-03","3 wk ahead inc death",1019.9759342475
"GM","quantile",0.1,"2021-05-22","2021-05-03","3 wk ahead inc death",1120.53912333862
"GM","quantile",0.15,"2021-05-22","2021-05-03","3 wk ahead inc death",1183.96841537238
"GM","quantile",0.2,"2021-05-22","2021-05-03","3 wk ahead inc death",1233.09187559219
"GM","quantile",0.25,"2021-05-22","2021-05-03","3 wk ahead inc death",1272.80312722091
"GM","quantile",0.3,"2021-05-22","2021-05-03","3 wk ahead inc death",1312.47734132756
"GM","quantile",0.35,"2021-05-22","2021-05-03","3 wk ahead inc death",1349.97041202336
"GM","quantile",0.4,"2021-05-22","2021-05-03","3 wk ahead inc death",1383.75994065848
"GM","quantile",0.45,"2021-05-22","2021-05-03","3 wk ahead inc death",1418.98887333591
"GM","quantile",0.5,"2021-05-22","2021-05-03","3 wk ahead inc death",1452.11666666667
"GM","quantile",0.55,"2021-05-22","2021-05-03","3 wk ahead inc death",1485.46490438973
"GM","quantile",0.6,"2021-05-22","2021-05-03","3 wk ahead inc death",1524.39139800095
"GM","quantile",0.65,"2021-05-22","2021-05-03","3 wk ahead inc death",1560.25564613238
"GM","quantile",0.7,"2021-05-22","2021-05-03","3 wk ahead inc death",1601.84249731249
"GM","quantile",0.75,"2021-05-22","2021-05-03","3 wk ahead inc death",1646.07700462033
"GM","quantile",0.8,"2021-05-22","2021-05-03","3 wk ahead inc death",1697.71191581243
"GM","quantile",0.85,"2021-05-22","2021-05-03","3 wk ahead inc death",1757.79935460853
"GM","quantile",0.9,"2021-05-22","2021-05-03","3 wk ahead inc death",1835.60206858701
"GM","quantile",0.95,"2021-05-22","2021-05-03","3 wk ahead inc death",1960.74430091929
"GM","quantile",0.975,"2021-05-22","2021-05-03","3 wk ahead inc death",2061.66617756634
"GM","quantile",0.99,"2021-05-22","2021-05-03","3 wk ahead inc death",2214.0793510488
"GM","quantile",0.01,"2021-05-29","2021-05-03","4 wk ahead inc death",688.05851900679
"GM","quantile",0.025,"2021-05-29","2021-05-03","4 wk ahead inc death",769.373934215321
"GM","quantile",0.05,"2021-05-29","2021-05-03","4 wk ahead inc death",844.742589834991
"GM","quantile",0.1,"2021-05-29","2021-05-03","4 wk ahead inc death",930.400793337275
"GM","quantile",0.15,"2021-05-29","2021-05-03","4 wk ahead inc death",996.213371823989
"GM","quantile",0.2,"2021-05-29","2021-05-03","4 wk ahead inc death",1040.87152325439
"GM","quantile",0.25,"2021-05-29","2021-05-03","4 wk ahead inc death",1083.01399323717
"GM","quantile",0.3,"2021-05-29","2021-05-03","4 wk ahead inc death",1120.89885744832
"GM","quantile",0.35,"2021-05-29","2021-05-03","4 wk ahead inc death",1160.62023537391
"GM","quantile",0.4,"2021-05-29","2021-05-03","4 wk ahead inc death",1197.4902416633
"GM","quantile",0.45,"2021-05-29","2021-05-03","4 wk ahead inc death",1235.25377588944
"GM","quantile",0.5,"2021-05-29","2021-05-03","4 wk ahead inc death",1272.41
"GM","quantile",0.55,"2021-05-29","2021-05-03","4 wk ahead inc death",1310.84529183435
"GM","quantile",0.6,"2021-05-29","2021-05-03","4 wk ahead inc death",1350.16280894443
"GM","quantile",0.65,"2021-05-29","2021-05-03","4 wk ahead inc death",1389.5898495368
"GM","quantile",0.7,"2021-05-29","2021-05-03","4 wk ahead inc death",1434.64971353328
"GM","quantile",0.75,"2021-05-29","2021-05-03","4 wk ahead inc death",1484.48824609059
"GM","quantile",0.8,"2021-05-29","2021-05-03","4 wk ahead inc death",1541.20511123162
"GM","quantile",0.85,"2021-05-29","2021-05-03","4 wk ahead inc death",1610.04191187738
"GM","quantile",0.9,"2021-05-29","2021-05-03","4 wk ahead inc death",1703.0937353542
"GM","quantile",0.95,"2021-05-29","2021-05-03","4 wk ahead inc death",1860.55722544554
"GM","quantile",0.975,"2021-05-29","2021-05-03","4 wk ahead inc death",1985.02582112367
"GM","quantile",0.99,"2021-05-29","2021-05-03","4 wk ahead inc death",2153.80432095488
"GM","point",NA,"2021-05-08","2021-05-03","1 wk ahead inc death",1654.9
"GM","point",NA,"2021-05-15","2021-05-03","2 wk ahead inc death",1577.04
"GM","point",NA,"2021-05-22","2021-05-03","3 wk ahead inc death",1452.11666666667
"GM","point",NA,"2021-05-29","2021-05-03","4 wk ahead inc death",1272.41
