"location","type","quantile","target_end_date","forecast_date","target","value"
"GM","quantile",0.05,"2021-05-15","2021-05-03","2 wk ahead inc case",85678.8231115813
"GM","quantile",0.1,"2021-05-15","2021-05-03","2 wk ahead inc case",90804.222379172
"GM","quantile",0.15,"2021-05-15","2021-05-03","2 wk ahead inc case",94615.0838686897
"GM","quantile",0.2,"2021-05-15","2021-05-03","2 wk ahead inc case",97540.532145588
"GM","quantile",0.25,"2021-05-15","2021-05-03","2 wk ahead inc case",100051.557390235
"GM","quantile",0.3,"2021-05-15","2021-05-03","2 wk ahead inc case",102160.705877951
"GM","quantile",0.35,"2021-05-15","2021-05-03","2 wk ahead inc case",104323.255750762
"GM","quantile",0.4,"2021-05-15","2021-05-03","2 wk ahead inc case",106508.238530891
"GM","quantile",0.45,"2021-05-15","2021-05-03","2 wk ahead inc case",108644.164494836
"GM","quantile",0.5,"2021-05-15","2021-05-03","2 wk ahead inc case",110800.92
"GM","quantile",0.55,"2021-05-15","2021-05-03","2 wk ahead inc case",112972.981341917
"GM","quantile",0.6,"2021-05-15","2021-05-03","2 wk ahead inc case",115326.608801458
"GM","quantile",0.65,"2021-05-15","2021-05-03","2 wk ahead inc case",117675.996217884
"GM","quantile",0.7,"2021-05-15","2021-05-03","2 wk ahead inc case",120503.502179432
"GM","quantile",0.75,"2021-05-15","2021-05-03","2 wk ahead inc case",123086.886115017
"GM","quantile",0.8,"2021-05-15","2021-05-03","2 wk ahead inc case",126300.648885353
"GM","quantile",0.85,"2021-05-15","2021-05-03","2 wk ahead inc case",130293.965712354
"GM","quantile",0.9,"2021-05-15","2021-05-03","2 wk ahead inc case",135670.672645044
"GM","quantile",0.95,"2021-05-15","2021-05-03","2 wk ahead inc case",143385.08878555
"GM","quantile",0.975,"2021-05-15","2021-05-03","2 wk ahead inc case",150399.609295954
"GM","quantile",0.99,"2021-05-15","2021-05-03","2 wk ahead inc case",158190.409987878
"GM","quantile",0.01,"2021-05-22","2021-05-03","3 wk ahead inc case",65579.230509751
"GM","quantile",0.025,"2021-05-22","2021-05-03","3 wk ahead inc case",70406.4356154503
"GM","quantile",0.05,"2021-05-22","2021-05-03","3 wk ahead inc case",75253.7204973385
"GM","quantile",0.1,"2021-05-22","2021-05-03","3 wk ahead inc case",80852.7039520555
"GM","quantile",0.15,"2021-05-22","2021-05-03","3 wk ahead inc case",84790.0803739238
"GM","quantile",0.2,"2021-05-22","2021-05-03","3 wk ahead inc case",87985.2573684466
"GM","quantile",0.25,"2021-05-22","2021-05-03","3 wk ahead inc case",90810.3999737137
"GM","quantile",0.3,"2021-05-22","2021-05-03","3 wk ahead inc case",93475.5592565717
"GM","quantile",0.35,"2021-05-22","2021-05-03","3 wk ahead inc case",95933.595969909
"GM","quantile",0.4,"2021-05-22","2021-05-03","3 wk ahead inc case",98552.6095551743
"GM","quantile",0.45,"2021-05-22","2021-05-03","3 wk ahead inc case",101033.956297365
"GM","quantile",0.5,"2021-05-22","2021-05-03","3 wk ahead inc case",103506.176666667
"GM","quantile",0.55,"2021-05-22","2021-05-03","3 wk ahead inc case",106141.0073418
"GM","quantile",0.6,"2021-05-22","2021-05-03","3 wk ahead inc case",108725.07255982
"GM","quantile",0.65,"2021-05-22","2021-05-03","3 wk ahead inc case",111602.262669371
"GM","quantile",0.7,"2021-05-22","2021-05-03","3 wk ahead inc case",114532.398238561
"GM","quantile",0.75,"2021-05-22","2021-05-03","3 wk ahead inc case",117838.619312273
"GM","quantile",0.8,"2021-05-22","2021-05-03","3 wk ahead inc case",121703.056901866
"GM","quantile",0.85,"2021-05-22","2021-05-03","3 wk ahead inc case",126459.379554952
"GM","quantile",0.9,"2021-05-22","2021-05-03","3 wk ahead inc case",132716.513886665
"GM","quantile",0.95,"2021-05-22","2021-05-03","3 wk ahead inc case",142101.815010584
"GM","quantile",0.975,"2021-05-22","2021-05-03","3 wk ahead inc case",151080.0802864
"GM","quantile",0.99,"2021-05-22","2021-05-03","3 wk ahead inc case",162057.935699722
"GM","quantile",0.01,"2021-05-29","2021-05-03","4 wk ahead inc case",55765.9734685593
"GM","quantile",0.025,"2021-05-29","2021-05-03","4 wk ahead inc case",61104.3228643403
"GM","quantile",0.05,"2021-05-29","2021-05-03","4 wk ahead inc case",65498.6507316328
"GM","quantile",0.1,"2021-05-29","2021-05-03","4 wk ahead inc case",71214.9961950003
"GM","quantile",0.15,"2021-05-29","2021-05-03","4 wk ahead inc case",75458.9287162197
"GM","quantile",0.2,"2021-05-29","2021-05-03","4 wk ahead inc case",78988.8954618391
"GM","quantile",0.25,"2021-05-29","2021-05-03","4 wk ahead inc case",82303.0815581701
"GM","quantile",0.3,"2021-05-29","2021-05-03","4 wk ahead inc case",85373.2357182072
"GM","quantile",0.35,"2021-05-29","2021-05-03","4 wk ahead inc case",88180.3055348903
"GM","quantile",0.4,"2021-05-29","2021-05-03","4 wk ahead inc case",91059.3832949813
"GM","quantile",0.45,"2021-05-29","2021-05-03","4 wk ahead inc case",93885.4763003667
"GM","quantile",0.5,"2021-05-29","2021-05-03","4 wk ahead inc case",96722.9833333333
"GM","quantile",0.55,"2021-05-29","2021-05-03","4 wk ahead inc case",99557.72922668
"GM","quantile",0.6,"2021-05-29","2021-05-03","4 wk ahead inc case",102474.107101171
"GM","quantile",0.65,"2021-05-29","2021-05-03","4 wk ahead inc case",105740.381544098
"GM","quantile",0.7,"2021-05-29","2021-05-03","4 wk ahead inc case",109359.849081772
"GM","quantile",0.75,"2021-05-29","2021-05-03","4 wk ahead inc case",113288.270075082
"GM","quantile",0.8,"2021-05-29","2021-05-03","4 wk ahead inc case",117917.028677385
"GM","quantile",0.85,"2021-05-29","2021-05-03","4 wk ahead inc case",123520.894899239
"GM","quantile",0.9,"2021-05-29","2021-05-03","4 wk ahead inc case",130774.93070683
"GM","quantile",0.95,"2021-05-29","2021-05-03","4 wk ahead inc case",142030.991262943
"GM","quantile",0.975,"2021-05-29","2021-05-03","4 wk ahead inc case",152751.530438713
"GM","quantile",0.99,"2021-05-29","2021-05-03","4 wk ahead inc case",167403.554403144
"GM","point",NA,"2021-05-08","2021-05-03","1 wk ahead inc case",119233.983333333
"GM","point",NA,"2021-05-15","2021-05-03","2 wk ahead inc case",110800.92
"GM","point",NA,"2021-05-22","2021-05-03","3 wk ahead inc case",103506.176666667
"GM","point",NA,"2021-05-29","2021-05-03","4 wk ahead inc case",96722.9833333333
